璀璨珠宝,钻石首饰,品牌热门排行,81,NI DIAMOND,,3175.8,2.00685,41,1,33.6%,1
璀璨珠宝,钻石首饰,品牌热门排行,82,乐匠,,3152.7,1.95773,0,2,0%,2
璀璨珠宝,钻石首饰,品牌热门排行,83,择石记,,3136.4,1.92366,29,1,25.9%,1
璀璨珠宝,钻石首饰,品牌热门排行,84,Dphoenix/钻石凤凰,,3135.7,1.92234,9,0,12%,0
璀璨珠宝,钻石首饰,品牌热门排行,85,YMH Diamond,,3118.3,1.8865,2,0,2.4%,0
璀璨珠宝,钻石首饰,品牌热门排行,86,百合珠宝,,3109,1.86763,10,0,13.2%,0
璀璨珠宝,钻石首饰,品牌热门排行,87,弥高,,3078.2,1.80605,10,1,10.3%,1
璀璨珠宝,钻石首饰,品牌热门排行,88,蒂饰娜,,3068.8,1.78764,29,1,24.8%,1
璀璨珠宝,钻石首饰,品牌热门排行,89,dmallovo/玛丽莱,,3064.9,1.77995,2,0,2.3%,0
璀璨珠宝,钻石首饰,品牌热门排行,90,LAC,,3057.5,1.76553,2,0,2.3%,0
璀璨珠宝,钻石首饰,品牌热门排行,91,梵洋钻石,,3041.9,1.73558,2,0,2.2%,0
璀璨珠宝,钻石首饰,品牌热门排行,92,DOIDO/度爱度,,3009.6,1.67481,12,1,11.5%,1
璀璨珠宝,钻石首饰,品牌热门排行,93,鸣钻国际,,3008.4,1.67257,7,0,8.1%,0
璀璨珠宝,钻石首饰,品牌热门排行,94,south africa,,2916.5,1.5089,0,2,0%,2
璀璨珠宝,钻石首饰,品牌热门排行,95,幸福久久,,2893.5,1.47006,99,1,51%,1
璀璨珠宝,钻石首饰,品牌热门排行,96,铭爱臻宝,,2888.9,1.46241,5,0,5.5%,0
璀璨珠宝,钻石首饰,品牌热门排行,97,闪悦（饰品）,,2885.7,1.45699,3,1,3%,1
璀璨珠宝,钻石首饰,品牌热门排行,98,CEMNI/千年,,2880.1,1.44777,2,1,100%,1
璀璨珠宝,钻石首饰,品牌热门排行,99,冠钻会,,2869.2,1.42989,21,1,17.5%,1
璀璨珠宝,钻石首饰,品牌热门排行,100,Ruoyis Jodi/九帝钻石,,2847.8,1.39518,0,2,100%,1
璀璨珠宝,黄金首饰,品牌热门排行,81,ying or xi/影尔夕,,4096.5,1.07068,1,1,1.2%,1
璀璨珠宝,黄金首饰,品牌热门排行,82,醉江南,,4050.1,1.02665,4,1,4.7%,1
璀璨珠宝,黄金首饰,品牌热门排行,83,ZJJH,,4047.9,1.02457,29,0,53.7%,0
璀璨珠宝,黄金首饰,品牌热门排行,84,墨者善石,,4011.1,0.990754,0,2,0%,2
璀璨珠宝,黄金首饰,品牌热门排行,85,悦福金,,4009.5,0.989265,2,1,2.3%,1
璀璨珠宝,黄金首饰,品牌热门排行,86,留福玉,,3988.2,0.970188,5,1,5.5%,1
璀璨珠宝,黄金首饰,品牌热门排行,87,蝶尊,,3931.9,0.921033,5,1,5.4%,1
璀璨珠宝,黄金首饰,品牌热门排行,88,百瑞缘,,3920.7,0.911541,0,2,0%,2
璀璨珠宝,黄金首饰,品牌热门排行,89,ZCY/子成说,,3917.4,0.908688,4,0,4.7%,0
璀璨珠宝,黄金首饰,品牌热门排行,90,COLDDOX/金多喜,,3876.8,0.874949,10,0,12.5%,0
璀璨珠宝,黄金首饰,品牌热门排行,91,elens/雅俪珠宝,,3874,0.872646,2,1,2.2%,1
璀璨珠宝,黄金首饰,品牌热门排行,92,KELA．CN/珂兰钻石,,3849.8,0.853046,2,0,2.2%,0
璀璨珠宝,黄金首饰,品牌热门排行,93,丰红,,3829.9,0.837177,15,0,19.2%,0
璀璨珠宝,黄金首饰,品牌热门排行,94,千叶珠宝,,3780.6,0.79898,15,0,19%,0
璀璨珠宝,黄金首饰,品牌热门排行,95,黄中廷,,3751.1,0.776754,3,1,3.1%,1
璀璨珠宝,黄金首饰,品牌热门排行,96,慈元阁,,3726.1,0.75838,2,0,2.1%,0
璀璨珠宝,黄金首饰,品牌热门排行,97,七玲珑,,3715,0.750335,8,1,7.6%,1
璀璨珠宝,黄金首饰,品牌热门排行,98,天鑫,,3708.1,0.745384,66,1,40.2%,1
璀璨珠宝,黄金首饰,品牌热门排行,99,MOKINGRAN/梦金园,,3685.1,0.728972,8,1,7.5%,1
璀璨珠宝,黄金首饰,品牌热门排行,100,煜利珠宝,,3681.7,0.726605,3,0,3.1%,0
