五金/工具,机械五金,品牌热门排行,81,上海勤慎,,4140.5,6.45385,26,1,24.3%,1
五金/工具,机械五金,品牌热门排行,82,缤达腾瑞,,4137,6.4338,11,0,15.5%,0
五金/工具,机械五金,品牌热门排行,83,革方,,4128,6.38189,12,1,12.6%,1
五金/工具,机械五金,品牌热门排行,84,弘磁,,4104.3,6.24741,53,1,38.7%,1
五金/工具,机械五金,品牌热门排行,85,聚梦,,4102.2,6.23548,4,0,4.9%,0
五金/工具,机械五金,品牌热门排行,86,超美,,4100.7,6.22678,12,0,16.2%,0
五金/工具,机械五金,品牌热门排行,87,欧帝富,,4099.6,6.22078,16,1,15.5%,1
五金/工具,机械五金,品牌热门排行,88,APPOLLO/阿波罗,,4080.1,6.11219,8,0,10%,0
五金/工具,机械五金,品牌热门排行,89,桑林户外,,4079,6.10635,16,0,21.9%,0
五金/工具,机械五金,品牌热门排行,90,SMC,,4064,6.02354,13,0,16.9%,0
五金/工具,机械五金,品牌热门排行,91,盖尔,,4054.8,5.9734,2,1,2.2%,1
五金/工具,机械五金,品牌热门排行,92,鑫哲,,4044.5,5.91777,5,1,5.2%,1
五金/工具,机械五金,品牌热门排行,93,圣吉利,,4044.2,5.91612,12,1,11.4%,1
五金/工具,机械五金,品牌热门排行,94,锐必克,,4043.8,5.91395,16,1,14.5%,1
五金/工具,机械五金,品牌热门排行,95,贡频,,4040.6,5.89697,4,1,4%,1
五金/工具,机械五金,品牌热门排行,96,新飞扬,,4031.1,5.84624,20,0,26.3%,0
五金/工具,机械五金,品牌热门排行,97,明泰,,4026,5.81871,1209,1,92.6%,1
五金/工具,机械五金,品牌热门排行,98,广晟,,4019.4,5.7838,11,0,12.6%,0
五金/工具,机械五金,品牌热门排行,99,宏伟,,4013.2,5.75119,16,0,19.3%,0
五金/工具,机械五金,品牌热门排行,100,Hongzhun/鸿准,,4012,5.74487,4,1,3.8%,1
